user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
A2512,"['MLCS 9080 Billy Pedal Foot Switch, Deadman Style', 'Industrial & Scientific"" />', 'Industrial & Scientific"" />', 'Forney 70451 Wire Rope, Vinyl Coated Aircraft Cable, 250-Feet-by 3/32-Inch thru 3/16-Inch']","The Hillman Group 4839 1/8 Wire Rope Clip, 10-Pack","[68, 537, 537, 1193]",997,"['<a_236><b_116><c_203>', '<a_15><b_135><c_68>', '<a_15><b_135><c_68>', '<a_71><b_119><c_9>']",<a_71><b_46><c_148>
A1081,"['Steelex D2608 3-Inch 150-Pound Swivel Double Lock Polyurethane Plate Caster', 'Woodstock D4160 110-Volt Paddle Switch', 'SPAX Multi-Material Yellow Zinc Screw Assortment Kit, Small', 'Maxcraft 7688 Metal and Wood Screw Assortment, 300-Piece', 'The Hillman Group 591519 Small Small Wood Screw Assortment, 195-Pack', 'The Hillman Group 591518 Small Machine Screws with Nuts Assortment, 195-Pack', 'The Hillman Group 591521 Small Flat and Lock Washer Assortment, 270-Pack']","National Hardware N199-810 3214BC Fixed Double Pulleys in Zinc, 1-1/2","[349, 1347, 1431, 611, 603, 914, 37]",759,"['<a_87><b_44><c_137>', '<a_236><b_7><c_56>', '<a_224><b_139><c_211>', '<a_224><b_139><c_139>', '<a_224><b_114><c_148>', '<a_224><b_77><c_43>', '<a_224><b_81><c_180>']",<a_71><b_149><c_153>
A3116,"['Watts SVIG10 Pre-Cut 1/2-Inch Diameter by 3/8-Inch Clear Vinyl Tubing, 10-Foot Length', 'Dixon TCF73 Nylon Tuff-Lite Fitting, Short Shank Coupling, 3/4"" GHT Female x 3/8"" Hose ID Barbed', 'Fluke 1AC-A1-II VoltAlert Non-Contact Voltage Tester']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator","[854, 2529, 206]",181,"['<a_228><b_0><c_1>', '<a_108><b_160><c_226>', '<a_36><b_4><c_7>']",<a_107><b_93><c_0>
A5214,"['SainSmart L293D Motor Drive Shield For Arduino Duemilanove Mega UNO R3 AVR ATMEL', 'Karter Scientific 206D2 Plastic Petri Dishes, 60 mm x 15 mm, 3 Vents, Sterile (Pack of 10)', 'Nubee Temperature Gun Non-contact Digital Laser Infrared IR Thermometer', 'Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply']","Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply","[2767, 2597, 769, 513]",513,"['<a_30><b_108><c_233>', '<a_14><b_97><c_86>', '<a_107><b_42><c_17>', '<a_210><b_12><c_10>']",<a_210><b_12><c_10>
A1166,"['Innovative Components AN4C-5S221 1.38"" Star knob thru hole 1/4-20 steel zinc insert black pp (Pack of 10)']",Capri Tools 20004 Mini Digital Height Gauge,[2448],1997,['<a_224><b_239><c_6>'],<a_104><b_238><c_189>
A3869,['Stainless Steel Phillips Pan Sheet Metal Screw Assortment Kit'],42 Piece Marine Heat Shrink Tubing Assortment Kit,[615],1291,['<a_224><b_222><c_138>'],<a_228><b_244><c_7>
A6459,"['Install Bay RVBC 22/18-Gauge Vinyl Connector, Red (100-Bag)']","Uxcell a11102000ux0369 2N3904 Through Hole Three Terminal NPN Transistors, 20 Piece",[951],1599,['<a_67><b_140><c_2>'],<a_236><b_191><c_217>
A4072,"['Dremel 446 1/4"" 240 grit sanding bands, 6 Pack', 'Dremel 445 1/2"" 240 grit sanding band, 6 Pack', 'Dremel 446 1/4"" 240 grit sanding bands, 6 Pack', 'Dremel 445 1/2"" 240 grit sanding band, 6 Pack', 'MLCS 9080 Billy Pedal Foot Switch, Deadman Style', 'Karter Scientific 208U2 Plastic Test Tube Rack for 15/17 mm Tubes, Holds 50, Detachable']","Jumbo 51pc Drum Sanding Kit - Fits Dremel - Includes Rubber Drum Mandrels - 1/2, 3/8 & 1/4","[2460, 1876, 2460, 1876, 68, 3117]",75,"['<a_193><b_172><c_178>', '<a_193><b_172><c_192>', '<a_193><b_172><c_178>', '<a_193><b_172><c_192>', '<a_236><b_116><c_203>', '<a_94><b_228><c_110>']",<a_159><b_63><c_34>
A4556,"['Neiko 11108A 4.5&rdquo; x 7/8-Inch Aluminum Oxide Flap Disc, 80 Grit | Flat Type #27 | 10-Pack', 'Rust Bullet MB24SP Metal Blast Rust Treatment and Rust Remover, 24 oz. Spray Bottle, Clear Liquid']","Neiko 11108A 4.5&rdquo; x 7/8-Inch Aluminum Oxide Flap Disc, 80 Grit | Flat Type #27 | 10-Pack","[341, 122]",341,"['<a_193><b_5><c_106>', '<a_173><b_7><c_142>']",<a_193><b_5><c_106>
A667,['Carter P60504 In-Line Electric Fuel Pump'],"Shepherd Hardware 9782 4-Inch Cast Iron Swivel Plate Caster, 500-lb Load Capacity",[1103],705,['<a_109><b_34><c_53>'],<a_87><b_249><c_104>
A459,"['Pro Gaffer Gaffers Tape, 2 in x 55 yd, Black', '3M 88 Electrical Tape, .75-Inch by 66-Foot by .0085-Inch', 'Pentek 244047 Mounting Bracket Kit for 1/4"", 3/8"" and 1/2"" Housings']","Tongue Depressors, Sterile, Adult, Wood, 6""x0.6875"", 100/BX","[991, 221, 1495]",1496,"['<a_202><b_25><c_167>', '<a_202><b_218><c_58>', '<a_23><b_5><c_156>']",<a_180><b_216><c_43>
A801,"['Break-Free CLP-4 Cleaner Lubricant Preservative Squeeze Bottle (4 -Fluid Ounce)', '3M 1860 N95 RESPIRATOR AND SURGICAL MASK Box of 20', 'Crest Pro-health Multi-Protection Alcohol Free, Clean Mint/Clear Mint (Package may vary), 1-liter Bottles (Pack of 3)']","3M Utility Duct Tape 2929 Silver, 1.88 in x 50 yd 5.8 mils (Pack of 1)","[340, 292, 2099]",467,"['<a_173><b_23><c_0>', '<a_44><b_109><c_129>', '<a_66><b_52><c_26>']",<a_202><b_160><c_184>
A541,"['American Terminal E-FMB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects', 'American Terminal E-FMY250N-100 12/10-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects', '3M Scotch Vinyl Heat-Resistant UL Listed CM Certified Electrical Tape .75&rdquo; x .007&rdquo; x 66&rsquo;', 'Install Bay 3MBTT 3M T-Tap Connector 18/14 Gauge - 100 Pack (Blue)', 'Yellow Insultion Displacement Connector 12-10 GA - 100 Pack', 'Duck Brand Standard Packaging Tape Refill, 1.88 Inch x 54.6 Yard, Clear, 1 Roll (240408)', 'Gardner Bender GSW-17  Electrical Toggle Switch, SPST, ON-OFF, 6 A/120V AC,  Screw Terminal', 'Install Bay BVBC Vinyl Connector, Blue 16/14 Gauge (100-Bag)', 'Install Bay YVBC Vinyl Connector Yellow 12/10 Gauge (100-Bag)', 'Install Bay RVBC 22/18-Gauge Vinyl Connector, Red (100-Bag)']","Plymor 3"" x 5"", 4 Mil (Pack of 100) Heavy Duty Plastic Reclosable Zipper Bags","[418, 1697, 1698, 1699, 1484, 773, 595, 1219, 1266, 951]",1516,"['<a_67><b_56><c_0>', '<a_67><b_56><c_202>', '<a_202><b_129><c_17>', '<a_23><b_3><c_183>', '<a_67><b_215><c_16>', '<a_202><b_18><c_120>', '<a_236><b_106><c_196>', '<a_67><b_140><c_199>', '<a_67><b_140><c_241>', '<a_67><b_140><c_2>']",<a_210><b_219><c_63>
A5627,"['General Tools 714 Quick Check Screw Gage', 'PH 1-14 Test Paper Litmus Strips Tester, Universal Application for Saliva Urine Water Soil Testing, 80pcs', 'ABN Titanium Step Drill Bit &ndash; 10 Steps from 1/4""-1-3/8"" Inches for Plastic, Wood, Metal &ndash; Steel, Brass, Aluminum, Copper', 'Enerlites HET06A-White 1-5-10-15-20-30 Minutes Preset In-Wall Countdown Timer Switch, w Decorator Wall Plate, White']",URBEST 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve Set Combo (328PCS),"[1004, 911, 1357, 785]",170,"['<a_104><b_64><c_71>', '<a_94><b_166><c_10>', '<a_17><b_100><c_131>', '<a_236><b_6><c_219>']",<a_228><b_45><c_149>
A883,"['Sashco Pre-Caulking Filler Rope Backer Rod Roll, 100\' Length x 3/8"" Width, Grey', 'Wixey WR510 Digital Planer Readout with Fractions']","Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon","[1432, 87]",40,"['<a_244><b_185><c_140>', '<a_197><b_220><c_95>']",<a_173><b_93><c_124>
A2948,"['Nubee Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58 &deg;F - 1022&deg;F(-50&deg;C - 550&deg;C) MAX Display, EMS Adjustable Function, Orange', 'Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)', '3M Scotch #35 Electrical Tape Value Pack (10457NA)']",Budget Life-Size Skull,"[620, 130, 711]",3410,"['<a_107><b_133><c_57>', '<a_202><b_52><c_171>', '<a_202><b_218><c_109>']",<a_14><b_34><c_236>
A1903,"['RhinoGear 11909ABMI RhinoRamps Vehicle Ramp - Set of 2 (12,000lb. GVW Capacity)', 'Hy-Ko Products 838 Beware of Dog Aluminum Sign 9.25"" x 14""  Orange/Black, 1 Piece', 'Sashco 13030 10.5oz Sashco Sealants White Lexel Adhesive Caulk, 10.5-Ounce']",Chemical Guys ACC_130 Professional Chemical Resistant Heavy Duty Bottle and Sprayer (32 oz),"[56, 3122, 1973]",2235,"['<a_87><b_242><c_131>', '<a_68><b_65><c_38>', '<a_244><b_170><c_3>']",<a_150><b_132><c_11>
A6632,"['3M Hookit Film Disc 375L, Aluminum Oxide, 5"" Diameter, P180 Grade  (Pack of 50)', 'Colgate 360 Total Advanced Full Head Toothbrush, Medium', 'FLIR TG165 Spot Thermal Camera', 'Dyson Cinetic Animal Canister Vacuum']","RADEX RD1503+ w/o dosimeter: High accuracy Geiger counter, radiation detector (English)","[1084, 1094, 1273, 313]",186,"['<a_197><b_57><c_227>', '<a_24><b_214><c_229>', '<a_107><b_68><c_7>', '<a_24><b_134><c_24>']",<a_153><b_62><c_50>
A663,"['Shepherd Hardware 9782 4-Inch Cast Iron Swivel Plate Caster, 500-lb Load Capacity', 'Shepherd Hardware 9174 2-Inch Cast Iron Swivel Plate Caster, 125-lb Load Capacity']",5pcs Nichicon 2200uF 10V 105C Aluminum Electrolytic Radial Lead Type Premium Capacitor for the LCD TV & Monitor Repair,"[705, 706]",1939,"['<a_87><b_249><c_104>', '<a_87><b_222><c_159>']",<a_236><b_148><c_218>
A4574,"['AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']","Best Choice Products 4-Wheel Foldable Rolling Warehouse Moving Flatbed Platform Dolly Push Cart w/ 330lb Capacity, Non-Slip Surface - Blue","[181, 181, 182]",466,"['<a_107><b_93><c_0>', '<a_107><b_93><c_0>', '<a_107><b_93><c_0>']",<a_87><b_177><c_14>
A363,"['Premium Vials B35-12AM Boston Round Glass Bottle with Dropper, 1/2 oz Capaciy, Amber (Pack of 12)', 'Scott Kimberly-Clark 75190 Shop Towels, 10"" x 12"", Blue', 'Eagle 1654 Yellow Blow-Molded HDPE Salvage Drum with Metal Ring Lever-Lock Lid, 20 gallon Capacity, 21"" Height, 21"" Diameter']","Industrial & Scientific"" />","[1278, 1009, 72]",54,"['<a_150><b_189><c_119>', '<a_206><b_233><c_23>', '<a_206><b_120><c_196>']",<a_15><b_206><c_230>
A5415,"['American Terminal E-FFB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Female Quick Disconnects', 'American Terminal E-FMB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects', 'American Terminal E-FFY250N-100 12/10-Gauge Economy Nylon Fully-Insulated Female Quick Disconnects', 'American Terminal E-FMY250N-100 12/10-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects', 'American Terminal E-FFB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Female Quick Disconnects', 'American Terminal E-FMB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects', 'American Terminal E-FFY250N-100 12/10-Gauge Economy Nylon Fully-Insulated Female Quick Disconnects', 'American Terminal E-FMY250N-100 12/10-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects', 'Forney 54825 Connector, Heat Shrink, 10-12 AWG', 'SOLOOP 100pcs Red Assorted Insulated Female&Male Bullet Butt Connector wire Crimp Terminals']","Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear","[417, 418, 1377, 1697, 417, 418, 1377, 1697, 1034, 1454]",57,"['<a_67><b_56><c_2>', '<a_67><b_56><c_0>', '<a_67><b_56><c_31>', '<a_67><b_56><c_202>', '<a_67><b_56><c_2>', '<a_67><b_56><c_0>', '<a_67><b_56><c_31>', '<a_67><b_56><c_202>', '<a_67><b_219><c_83>', '<a_67><b_13><c_174>']",<a_165><b_247><c_68>
A36,"['Woodstock D4158 4-84 Screw Pitch-Gauge', 'Anytime Tools Dial Caliper 6"" / 150mm DUAL Reading Scale METRIC SAE Standard INCH MM', '316 Stainless Steel Machine Screw, Plain Finish, Flat Head, Phillips Drive, 1/2"" Length, #10-24 Threads (Pack of 25)', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown']","BSI BSI-202 Quick-Cure 5Min Epoxy Bob Smith Ind, 9 oz.","[188, 62, 189, 117]",190,"['<a_224><b_22><c_16>', '<a_104><b_17><c_70>', '<a_224><b_146><c_115>', '<a_165><b_107><c_44>']",<a_165><b_170><c_116>
A5352,"['SEOH Petri Dish 100 x 15Mm Sterile, Vented, 25/Pk']","SEOH Petri Dish 100 x 15Mm Sterile, Vented, 25/Pk",[2995],2995,['<a_14><b_17><c_251>'],<a_14><b_17><c_251>
A3197,['Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion'],"EATON 659-SP 660-Watt 250-volt Medium Base Ceiling Receptacle Lamp Holder with Pull Chain, Porcelain, White",[84],3269,['<a_104><b_186><c_66>'],<a_236><b_119><c_69>
A742,"['SE TL10 10-Piece Test Lead Set with Alligator Clips', 'Comfitwear PT-100 Caution Barricade Tape, Yellow', 'Comfitwear PT-100 Caution Barricade Tape, Yellow', '3M Foil Tape 3381 Silver, 1.88 in x 50 yd 2.7 mil (Pack of 1)']","Arrow Fastener 259 Genuine T25/T2025 9/16-Inch Staples, 1,000-Pack","[281, 1039, 1039, 648]",2022,"['<a_211><b_100><c_25>', '<a_68><b_107><c_116>', '<a_68><b_107><c_116>', '<a_202><b_221><c_59>']",<a_42><b_251><c_218>
A3245,['Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion'],Bessey BV-NVJ Multi-Purpose Vise Jaws (Jaws Only),[84],33,['<a_104><b_186><c_66>'],<a_193><b_97><c_87>
A5009,"['Rubbermaid Commercial Products FG267360BLUE Slim Jim Trash Can, Swing Lid, Blue', 'Rubbermaid Commercial Products FG267360BLUE Slim Jim Trash Can, Swing Lid, Blue']","Rubbermaid Commercial Products FG267360BLUE Slim Jim Trash Can, Swing Lid, Blue","[1002, 1002]",1002,"['<a_210><b_98><c_142>', '<a_210><b_98><c_142>']",<a_210><b_98><c_142>
A1260,"['uxcell 10 Pcs 1x40 Pin 2.54mm Pitch Straight Single Row PCB Female Headers', 'Phantom YoYo Arduino compatible Light Sensor', 'Uxcell a13041000ux0023 Metal 6 mm Knurled Shaft Insert Dia. Potentiometer Control Knobs, 10 Piece, Black', 'Uxcell a13060500ux0042 3 Pins Split Shaft Rotary Linear Taper Potentiometers with Knob, 10 Kohm, 10 Piece, 6 mm']",Arctic Silver 5 AS5-3.5G Thermal Paste,"[1815, 2623, 1562, 2624]",395,"['<a_73><b_160><c_27>', '<a_30><b_51><c_82>', '<a_159><b_147><c_39>', '<a_73><b_123><c_104>']",<a_79><b_24><c_40>
A42,"['Phresh Duct Silencer 8 in x 24 in', 'Nubee Temperature Gun Non-contact Digital Laser Infrared IR Thermometer', 'Tach-It B-1 Single Edge Industrial Razor Blade (Pack of 100)']","Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown","[218, 219, 220]",117,"['<a_109><b_74><c_57>', '<a_107><b_42><c_16>', '<a_17><b_91><c_139>']",<a_165><b_107><c_44>
A6411,"['Teenitor 120Pcs M3 Nylon Hex Spacers Screw Nut Stand-off Plastic Accessories Assortment White', 'Texas Instruments NE555N NE555 NE555P General Purpose Single Bipolar Timer DIP8 50 Pack', 'uxcell 50 Pcs Metal Hex M3 Female Screw PCB Standoff Spacers 8mm Body', 'STMicroelectronics L7805CV L7805 Positive Voltage Regulator ICs Output 5v TO-220 Package 1 Piece', 'Uxcell a09082800ux0246 Red Motherboard Screw Insularing Fiber Washers (Pack of 100)', 'Uxcell a12013100ux0116 High Knob 3P 2 Position 1P2T SPDT Vertical Slide Switch, 0.5 Amp, 50V DC, 50 Piece, 3 mm', 'Uxcell a13041000ux0023 Metal 6 mm Knurled Shaft Insert Dia. Potentiometer Control Knobs, 10 Piece, Black', 'Lucksender 100 Feet/30 Meter 1/8inch / 3mm I.D Polyolefin 2:1 Heat Shrink Tubing', 'Remington Industries 22UL1007STRRED UL1007 22 AWG Gauge Stranded Hook-Up Wire, 300V, 0.0253"" Diameter, 100\' Length, Red', 'Remington Industries 28UL1007STRKIT UL1007 28 AWG Gauge Stranded Hook-Up Wire Kit, 300V, 0.0126"" Diameter, 25\' Length']","Rigol DS1054Z Digital Oscilloscopes - Bandwidth: 50 Mhz, Channels: 4","[2630, 635, 1618, 2563, 1577, 2344, 1562, 408, 954, 1099]",1435,"['<a_224><b_218><c_29>', '<a_30><b_191><c_20>', '<a_224><b_250><c_102>', '<a_30><b_177><c_72>', '<a_23><b_83><c_149>', '<a_236><b_173><c_68>', '<a_159><b_147><c_39>', '<a_228><b_217><c_2>', '<a_67><b_152><c_189>', '<a_67><b_152><c_210>']",<a_36><b_186><c_16>
A2289,"['CMS Magnetics Powerful Round Base Magnet 100 LB Pulling Power RB80 3.2"" Cup Magnet - 1 Count']","CMS Magnetics Powerful Round Base Magnet 100 LB Pulling Power RB80 3.2"" Cup Magnet - 1 Count",[655],655,['<a_251><b_34><c_137>'],<a_251><b_34><c_137>
A784,"['3M High Temperature Flue Tape, 15-Foot Roll', 'Loctite Clear Silicone Waterproof Sealant 2.7-Ounce Tube (908570)', '1000 lbs Capacity 12 Lazy Susan Bearing 5/16 Thick Turntable Bearings VXB Brand']","SE 8436MVC 3"" Universal Table Vise","[133, 605, 1120]",1415,"['<a_79><b_9><c_126>', '<a_165><b_190><c_62>', '<a_251><b_229><c_195>']",<a_193><b_37><c_133>
A5143,"['Loos Cableware Division Stainless Steel 302/304 Wire Rope, 1x7 Strand, 0.027"" Bare OD, 25\' Length, 150 lbs Breaking Strength', 'Loos Cableware Division Stainless Steel 302/304 Wire Rope, 1x7 Strand, 0.027"" Bare OD, 25\' Length, 150 lbs Breaking Strength']","Loos Cableware ST2-4 Copper Crimping Stop Sleeve Set for 1/8"" Diameter Wire Rope (50 Piece)","[1802, 1802]",369,"['<a_71><b_119><c_7>', '<a_71><b_119><c_7>']",<a_67><b_0><c_199>
A3256,"['WD-40 Multi-Use Product with SMART STRAW&nbsp;SPRAYS 2 WAYS 8 OZ', 'Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion']","3M Utility Duct Tape 2929 Silver, 1.88 in x 50 yd 5.8 mils (Pack of 1)","[280, 84]",467,"['<a_173><b_197><c_47>', '<a_104><b_186><c_66>']",<a_202><b_160><c_184>
A6356,"['Phantom YoYo Arduino compatible Light Sensor', 'microtivity IL151 5mm Clear White LED w/Resistors (Pack of 30)']",TMS Precision Variable Adjustable 30v 5a Dc Power Supply Digital Regulated Lab Grade,"[2623, 1760]",3218,"['<a_30><b_51><c_82>', '<a_73><b_141><c_0>']",<a_30><b_12><c_162>
A1733,"['Huot 11900 Drill Bit Stand, 29 Bit Capacity, for Inch Sizes 1/16"" to 1/2"" in 1/64"" increments']",Wago Wire Connector 600 V Clear 4 Conductor 100 / Box,[1061],106,['<a_224><b_164><c_81>'],<a_67><b_46><c_150>
A2903,['Genie 34107R.S Screw Drive Carriage'],"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",[317],181,['<a_109><b_181><c_123>'],<a_107><b_93><c_0>
A11,"['B&K Precision 879B Dual Display Handheld Deluxe Universal LCR Meter with Backlit Display', 'Anytime Tools Dial Caliper 6"" / 150mm DUAL Reading Scale METRIC SAE Standard INCH MM', 'WEN 73002 500-Pound Capacity Service Cart']","Eclipse Quick Release Woodworking Vise, Gray Cast Iron, 9"" Size","[61, 62, 63]",12,"['<a_36><b_235><c_160>', '<a_104><b_17><c_70>', '<a_210><b_90><c_53>']",<a_193><b_237><c_29>
A1507,"['Break-Free CLP-4 Cleaner Lubricant Preservative Squeeze Bottle (4 -Fluid Ounce)', 'Spot Nails 18518 18-Gauge Galvanized Brad Nail, 5000-Count, 1-1/8-Inch', 'Torin Big Red Hydraulic Bottle Jack, 50 Ton Capacity', 'Gardner Bender 19-001 WireGard Screw-On Wire Connectors, 22-16 AWG, Electrical Wire Nut, 14 pk, Grey']","Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)","[340, 1542, 381, 521]",152,"['<a_173><b_23><c_0>', '<a_42><b_36><c_34>', '<a_87><b_37><c_190>', '<a_67><b_106><c_113>']",<a_228><b_113><c_68>
A491,"['Scotch Super 33+ Vinyl Electrical Tape, 3/4 in x 66 ft', '3M Scotch #35 Electrical Tape Value Pack (10457NA)', 'Gear Aid Aquaseal FD Flexible Repair Adhesive for Outdoor Gear and Vinyl, Clear Glue']",SUNKEE 100PCS Dupont Jumper Wire Cable Male Pin Connector 2.54mm,"[168, 711, 1569]",1570,"['<a_202><b_147><c_0>', '<a_202><b_218><c_109>', '<a_122><b_70><c_106>']",<a_73><b_218><c_162>
A3911,['WD-40 Multi-Use Product with SMART STRAW&nbsp;SPRAYS 2 WAYS 8 OZ'],"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",[280],181,['<a_173><b_197><c_47>'],<a_107><b_93><c_0>
A2170,"['Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)', 'Anytime Tools 48 pc HEAT SHRINK TUBING WRAP SLEEVES ASSORTED SIZES', 'DuPont Teflon Non-Stick', 'DuPont Teflon Silicone Lubricant', 'Private Property No Trespassing Sign 9 x 12 Inch - 4 Pack', 'ProTapes Pro Duct 100 PE-Coated Cloth Economy Duct Tape, 60 yds Length x 2"" Width, Black (Pack of 1)']","304 Stainless Steel Round Rod, Unpolished (Mill) Finish, Annealed, AMS 5639/ASTM A276/AMS QQ-S 763/ASTM A276, 0.625"" Diameter, 60"" Length","[152, 399, 139, 140, 2838, 567]",1125,"['<a_228><b_113><c_68>', '<a_228><b_187><c_137>', '<a_197><b_204><c_0>', '<a_173><b_201><c_145>', '<a_68><b_194><c_251>', '<a_202><b_62><c_99>']",<a_17><b_120><c_238>
A1476,"['Stainless Steel 304/304L Pipe Fitting, Nipple, Schedule 40 Welded, 4"" X 6"" NPT Male by Merit Brass', 'National Hardware S819-841 CD8377 51 Piece Peg Board Hook Kit in Zinc', 'Barge All Purpose Cement', '213C2 Karter Scientific Glass Graduated Cylinder 3 Piece Set 10, 50 & 100ml', 'Hornady 9991 One Shot Spray Case Lube with DynaGlide Plus (5 fl Oz Aerosol)', 'Industrial & Scientific"" />']",Racers Edge 3000 1/2-Ounce Bottle W Needle Tip,"[101, 495, 1281, 824, 889, 54]",559,"['<a_108><b_42><c_9>', '<a_71><b_69><c_199>', '<a_206><b_20><c_124>', '<a_94><b_75><c_129>', '<a_173><b_25><c_194>', '<a_15><b_206><c_230>']",<a_150><b_182><c_50>
A42,"['Gorilla Super Glue Gel, 15 Gram, Clear', 'B&C Eagle 9025 1-Inch Length x 1/4-Inch Narrow Crown x 18 Gauge Galvanized Finish Staples (5,000 per box)', 'American Educational Double Burette Clamp with Rubber-Coated Rotating Jaws, 3/8"" - 1-3/8"" Holding Size', 'American Educational Cast Iron Support Ring Stand with Triangular Base, 7-3/4"" Legs, 7/16"" Diameter x 23"" Length Rod Size', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'United Abrasives-SAIT 20063 Type 27 4-1/2-Inch x 1/4-Inch x 7/8-Inch Grade A24R Long Life Depressed Center Grinding Wheels, 25-Pack', 'United Abrasives-SAIT 20063 Type 27 4-1/2-Inch x 1/4-Inch x 7/8-Inch Grade A24R Long Life Depressed Center Grinding Wheels, 25-Pack', 'Cal Hawk Tools CZCW45B Metal Cut-Off Wheel (50 Pack), 4-1/2', 'Plant Therapy 2 ml (5/8 dram) Amber Glass Essential Oil Bottle with Orifice Reducer and cap- 12 pack', 'Reliable Hardware Company RH-9005-SET-A Casters Swivel Top Plate 2-Inch Wheel Diameter Zinc, Set of 4']",5 Ml Amber Glass Bottle W/euro Dropper. Black Cap. 12 Pack,"[172, 235, 236, 237, 182, 238, 238, 239, 240, 241]",242,"['<a_165><b_52><c_74>', '<a_206><b_246><c_241>', '<a_104><b_213><c_169>', '<a_87><b_22><c_61>', '<a_107><b_93><c_0>', '<a_193><b_5><c_43>', '<a_193><b_5><c_43>', '<a_193><b_226><c_166>', '<a_17><b_204><c_8>', '<a_87><b_74><c_253>']",<a_150><b_97><c_1>
A321,"['AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'Apache 44048748Female Metric x 3/8"" Quick Disconnect Socket/Plug Pressure Washer Adapter Set', 'ATD Tools 350 555-Piece Cotter Pin Assortment', 'Neiko 60 Pieces Clevis Pin Assortment']",General Tools 1261-4 1/2-Inch Grommet Refill with 24 Grommets,"[182, 1178, 906, 1179]",352,"['<a_107><b_93><c_0>', '<a_108><b_142><c_206>', '<a_71><b_208><c_91>', '<a_71><b_226><c_163>']",<a_71><b_70><c_24>
A158,"['TEKTRUM EXTERNALLY POWERED SOLDERLESS 1660 TIE-POINTS EXPERIMENT PLUG-IN BREADBOARD WITH ALUMINUM BACK PLATE AND JUMPER WIRES FOR PROTO-TYPING CIRCUIT/ARDUINO', '100 x 2N2222 NPN TO-92 Plastic-Encapsulate Power Transistors 75V 600mA', 'Shop Vac, 37987, Black Plastic']","See All ICU7 Personal Safety and Security Clip-On Convex Security Mirror, 7"" Diameter (Pack of 1)","[632, 633, 627]",634,"['<a_73><b_8><c_199>', '<a_236><b_17><c_228>', '<a_24><b_249><c_10>']",<a_180><b_192><c_61>
A3467,"['Excellante 24-Inch Standard Mixing Paddle', 'Automatic Temperature Compensation 0-32% Brix Refractometer Beer Wine CNC Fruit by Ade Advanced Optics', 'White SiliconeTubing, 1/2""ID, 3/4""OD, 1/8""Wall, 25\' Length']","White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length","[2205, 1989, 93]",94,"['<a_109><b_157><c_238>', '<a_107><b_26><c_118>', '<a_228><b_158><c_82>']",<a_228><b_158><c_11>
